subject_id,raw_dimension_x,raw_dimension_y,raw_dimension_z,raw_voxel_size_x,raw_voxel_size_y,raw_voxel_size_z,raw_max_b,raw_neighbor_corr,raw_num_bad_slices,raw_num_directions,raw_coherence_index,raw_incoherence_index,t1_dimension_x,t1_dimension_y,t1_dimension_z,t1_voxel_size_x,t1_voxel_size_y,t1_voxel_size_z,t1_max_b,t1_neighbor_corr,t1_num_bad_slices,t1_num_directions,t1_coherence_index,t1_incoherence_index,mean_fd,max_fd,max_rotation,max_translation,max_rel_rotation,max_rel_translation,t1_dice_distance,file_name,session_id,task_id,dir_id,acq_id,space_id,rec_id,run_id,participant_id
NDARAA306NT2,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.693081,0.0,129.0,1294.65,18906.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.864029,0.0,129.0,1464.51,9312.83,0.581650288,5.749958472,0.0236012582,1.342485153,0.0258824006,1.887679071,0.0428463657,sub-NDARAA306NT2_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAA306NT2
NDARAA536PTU,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.801452,2.0,129.0,1069.86,14715.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.901187,0.0,129.0,4492.51,34102.9,0.5380870478,1.2903912149,0.0068127615,1.181187352,0.0067703613,0.8597382868,0.0300473861,sub-NDARAA536PTU_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARAA536PTU
NDARAA947ZG5,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.617743,321.0,129.0,1145.75,18325.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.907311,0.0,129.0,2677.68,20445.1,0.8122889301,4.0844514666,0.0272026621,4.22261325,0.0270452108,1.9384889047,0.0275471378,sub-NDARAA947ZG5_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAA947ZG5
NDARAA948VFH,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.818152,2.0,129.0,1135.49,15754.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.891262,0.0,129.0,2859.53,22925.8,0.3672109794,0.9331665003,0.0056590694,0.528998469,0.0035911477,0.6359933193,0.0317430239,sub-NDARAA948VFH_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAA948VFH
NDARAB055BPR,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.524274,200.0,129.0,1754.9,25214.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.760139,0.0,129.0,2404.43,21702.0,1.6990141766,5.7990633858,0.0818953589,4.341031207,0.050173468,2.2819367571,0.0542311161,sub-NDARAB055BPR_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAB055BPR
NDARAB348EWR,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.798847,46.0,129.0,662.885,10337.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.922182,0.0,129.0,2209.05,21131.1,0.3306388432,2.8731319096,0.0176348276,1.082612089,0.0232097907,0.7479652019,0.033291786,sub-NDARAB348EWR_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAB348EWR
NDARAB458VK9,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.779797,0.0,129.0,760.298,11596.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.927839,0.0,129.0,2534.85,20165.3,0.1390132141,0.7010441084,0.0047784876,0.2630522036,0.007553698,0.1696691369,0.0339887797,sub-NDARAB458VK9_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAB458VK9
NDARAB514MAJ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.767209,28.0,129.0,1188.97,19366.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.890749,0.0,129.0,2862.23,26335.7,0.3718521548,4.1565485393,0.0395367481,0.3936596701,0.0419111715,0.4970815863,0.0262682235,sub-NDARAB514MAJ_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAB514MAJ
NDARAB708LM5,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.753416,50.0,129.0,1087.51,15493.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.92382,0.0,129.0,2636.26,21954.7,0.7691982492,4.0683592496,0.0355495475,2.855818691,0.0298759295,2.1426830095,0.0266340597,sub-NDARAB708LM5_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAB708LM5
NDARAB977GFB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.748593,0.0,129.0,1091.93,16835.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.920862,1.0,129.0,1518.04,11784.7,0.273064884,5.3393116494,0.0504382253,2.249971422,0.0436171055,1.2594055055,0.0323723406,sub-NDARAB977GFB_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAB977GFB
NDARAC331VEH,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.761416,0.0,129.0,767.656,12463.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.937215,1.0,129.0,2249.6,21809.2,0.1546929448,1.2466387185,0.0172605161,0.4237534982,0.012873054,0.2950133611,0.0461553566,sub-NDARAC331VEH_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAC331VEH
NDARAC349YUC,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.68654,81.0,129.0,1106.61,19358.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.889779,0.0,129.0,2450.53,21370.9,0.3864359307,5.5593603065,0.0389354043,1.527421269,0.0639551133,1.2508067458,0.0299451425,sub-NDARAC349YUC_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAC349YUC
NDARAC350BZ0,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.741172,8.0,129.0,1085.43,14986.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.92423,0.0,129.0,2958.75,23311.7,0.4970275797,3.9823098392,0.0557357073,1.316898793,0.0399713954,1.1436485251,0.0253903614,sub-NDARAC350BZ0_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAC350BZ0
NDARAC350XUM,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.637856,149.0,129.0,2030.61,27151.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.828745,0.0,129.0,3242.34,29481.1,1.908867651,10.1117862308,0.0963105708,4.550810479,0.0738064088,3.3924014939,0.0246858968,sub-NDARAC350XUM_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAC350XUM
NDARAC462DZH,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.614498,77.0,129.0,1880.08,22544.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.744565,0.0,129.0,4617.01,36013.5,0.8723926737,5.5736761311,0.0420907736,3.011715196,0.0316822547,2.7500097287,0.0290524951,sub-NDARAC462DZH_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAC462DZH
NDARAC495TJ2,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.736354,8.0,129.0,994.174,13956.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.866213,0.0,129.0,2816.36,20082.6,0.3685323884,2.3870088128,0.0152416024,1.05532636,0.0122228633,0.8675811841,0.0355685982,sub-NDARAC495TJ2_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAC495TJ2
NDARAC853CR6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.752392,109.0,129.0,1803.99,24185.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.907317,0.0,129.0,1652.95,13952.0,0.9237872929,7.6427190135,0.0559309796,2.35352684,0.072034033,3.394107487,0.0286826637,sub-NDARAC853CR6_ses-HBNsiteCUNY_acq-64dir,ses-HBNsiteCUNY,,,acq-64dir,,,,sub-NDARAC853CR6
NDARAC853DTE,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.362473,748.0,129.0,3348.8,52601.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.502083,13.0,129.0,4900.61,48326.3,2.4588333379,7.1835705417,0.0742560998,3.151670342,0.0500585278,3.6395374074,0.0400109424,sub-NDARAC853DTE_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAC853DTE
NDARAC857HDB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.560902,434.0,129.0,2358.46,27025.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.712901,1.0,129.0,3186.38,30714.6,2.3150970392,12.8027146003,0.1003928259,5.725709889,0.097243052,3.195120776,0.0295276226,sub-NDARAC857HDB_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAC857HDB
NDARAD224CRB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.624204,85.0,129.0,2215.94,29344.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.777221,0.0,129.0,3818.83,29346.8,0.9673366367,7.9526255292,0.0585150011,4.582673472,0.0395695819,3.8061845683,0.0245096775,sub-NDARAD224CRB_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAD224CRB
NDARAD232HVV,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.727419,0.0,129.0,1022.36,17090.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.820309,0.0,129.0,3481.36,30277.3,0.5954180002,2.398519569,0.0103663495,1.14822405,0.0101087035,1.1453195139,0.0265905062,sub-NDARAD232HVV_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAD232HVV
NDARAD481FXF,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.78853,11.0,129.0,1015.98,11464.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.897335,0.0,129.0,4286.76,30846.1,0.5791170638,1.3359161643,0.010040137,0.6305667109,0.0088620496,0.8064219095,0.0241655252,sub-NDARAD481FXF_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARAD481FXF
NDARAD571FLB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.665546,77.0,129.0,1152.09,17366.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.845861,0.0,129.0,1204.44,10239.3,0.9436739038,5.2583616943,0.0533068255,3.269882079,0.0452401047,2.1221047515,0.0958698489,sub-NDARAD571FLB_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAD571FLB
NDARAD615WLJ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.799595,2.0,129.0,805.295,13340.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.885666,0.0,129.0,2774.24,23533.2,0.6101384046,4.8192279562,0.0378862359,3.781807392,0.0285515143,2.42055519,0.0571108623,sub-NDARAD615WLJ_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAD615WLJ
NDARAD703XA2,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.709836,46.0,129.0,866.154,15882.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.900593,0.0,129.0,2325.92,21905.7,0.7083377857,4.6396096697,0.0553929582,2.19605448,0.0674643964,0.937935302,0.0235756042,sub-NDARAD703XA2_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAD703XA2
NDARAE199TDD,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.764652,17.0,129.0,1871.7,19783.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.898895,0.0,129.0,4449.63,31203.5,0.6881603457,3.8541613873,0.0492867343,3.002664421,0.0441823393,1.3698330507,0.0276175002,sub-NDARAE199TDD_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARAE199TDD
NDARAE270LEZ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.729584,0.0,129.0,1498.82,18728.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.840512,0.0,129.0,4435.48,30874.8,0.3382924894,0.6936680905,0.0038038478,0.3468963736,0.0024271348,0.5269516486,0.024065798,sub-NDARAE270LEZ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAE270LEZ
NDARAE358VBE,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.722871,0.0,129.0,901.466,13836.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.87441,0.0,129.0,2665.23,20521.1,0.4727124751,1.9631546582,0.0239551887,2.397650786,0.0083855186,1.115443147,0.0360780576,sub-NDARAE358VBE_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAE358VBE
NDARAE877NER,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.755052,0.0,129.0,1128.52,16853.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.919769,0.0,129.0,3000.74,24203.6,0.1036883682,0.273737243,0.0022733412,0.3653939844,0.0019042933,0.1210985738,0.0238253689,sub-NDARAE877NER_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAE877NER
NDARAF440XWG,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.770637,2.0,129.0,1207.36,18038.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.854577,0.0,129.0,2891.9,24053.3,0.2888733388,0.9560355272,0.0176806375,0.5885410054,0.0089852056,0.2975990966,0.0367070721,sub-NDARAF440XWG_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAF440XWG
NDARAF535XK6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.695093,0.0,129.0,747.905,12971.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.937579,1.0,129.0,2224.89,19300.0,0.3206151799,2.0508650772,0.0367548875,0.800517406,0.029819793,0.6352019035,0.0368227692,sub-NDARAF535XK6_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAF535XK6
NDARAG115LZP,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.803885,0.0,129.0,721.625,10814.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.947046,0.0,129.0,2184.06,17575.2,0.074798124,0.5402464441,0.001691062,0.3423176346,0.0012865354,0.3881244379,0.0324720967,sub-NDARAG115LZP_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAG115LZP
NDARAG191AE8,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.70524,94.0,129.0,2031.69,26232.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.904582,0.0,129.0,1978.04,15035.8,0.5891302639,4.7867299166,0.082823813,4.07553482,0.0567565057,2.366730138,0.0226666319,sub-NDARAG191AE8_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAG191AE8
NDARAG340ERT,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.821767,0.0,129.0,1475.34,16547.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.863654,0.0,129.0,4655.2,32392.7,0.3060984349,0.6401147791,0.0045563271,0.3512122846,0.0027113272,0.4615500632,0.0251994946,sub-NDARAG340ERT_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAG340ERT
NDARAG610XL4,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.440008,501.0,129.0,2145.41,31223.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.707802,1.0,129.0,3285.48,26800.0,1.5652408785,9.5452590712,0.0605361871,4.771205133,0.0485797487,2.843906344,0.0348623934,sub-NDARAG610XL4_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAG610XL4
NDARAH304ED7,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.726291,3.0,129.0,1066.06,15445.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.850869,0.0,129.0,3152.92,22739.7,0.5281578709,2.141394961,0.0305296108,2.089756786,0.0136726834,0.9552064075,0.0326379095,sub-NDARAH304ED7_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAH304ED7
NDARAH503YG1,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.733602,2.0,129.0,2000.77,29292.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.865713,0.0,129.0,4157.35,32178.4,0.4326895665,2.5826394384,0.0387014635,1.470063302,0.0290944958,0.777404621,0.0296708678,sub-NDARAH503YG1_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAH503YG1
NDARAH793FBF,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.613462,250.0,129.0,1594.45,27875.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.846215,0.0,129.0,2792.38,24066.4,1.8552189486,9.2538798233,0.0830563456,2.932933563,0.0638651978,2.6449425214,0.0299785157,sub-NDARAH793FBF_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAH793FBF
NDARAH948UF0,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.744376,56.0,129.0,1033.47,15471.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.852907,0.0,129.0,2565.22,19363.8,0.667551766,3.6480569396,0.045108512,1.636214933,0.0369601836,1.2207733034,0.5863300554,sub-NDARAH948UF0_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAH948UF0
NDARAJ366ZFA,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.760988,0.0,129.0,961.358,11850.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.911523,0.0,129.0,3777.77,26929.7,0.5955378405,2.1302657356,0.023598697,1.122053046,0.0134624444,1.2632643839,0.0431751837,sub-NDARAJ366ZFA_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARAJ366ZFA
NDARAJ689BVN,104.0,104.0,72.0,1.79808,1.79808,1.80001,2000.0,0.786273,3.0,129.0,1124.06,18564.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.886302,0.0,129.0,3161.34,26414.8,0.5035930037,2.2641094323,0.0208191182,1.046359515,0.0152410838,0.7337162608,0.0342307428,sub-NDARAJ689BVN_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAJ689BVN
NDARAK019ZR6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.694945,29.0,129.0,1152.36,19194.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.878777,0.0,129.0,2469.14,22984.8,1.0140868362,7.1384783525,0.0421533808,2.334647916,0.0540119372,2.1247548007,0.0263518871,sub-NDARAK019ZR6_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAK019ZR6
NDARAK187ZLP,96.0,96.0,72.0,2.0,2.0,2.0,1000.0,0.196382,77.0,11.0,3096.07,43845.2,108.0,129.0,109.0,1.8,1.8,1.8,1000.0,0.342274,6.0,11.0,6087.8,60602.8,0.7578774435,1.5767343503,0.0057125343,0.651640288,0.0057125343,0.8230888013,0.0447719072,sub-NDARAK187ZLP_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARAK187ZLP
NDARAK738BGC,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.765681,0.0,129.0,1079.21,14419.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.890576,0.0,129.0,2561.42,16572.9,0.3706442998,0.8060070731,0.0073483023,0.3698917048,0.0061889354,0.6569381659,0.5897831565,sub-NDARAK738BGC_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAK738BGC
NDARAL828WXM,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.769408,4.0,129.0,1019.15,13543.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.943595,1.0,129.0,2751.95,18335.5,0.2993219175,3.9443291733,0.0191200096,0.7245770646,0.0361869987,0.7640505462,0.0250915601,sub-NDARAL828WXM_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAL828WXM
NDARAL897CYV,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.770656,27.0,129.0,688.157,10353.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.916382,0.0,129.0,1049.49,8831.56,0.4431828928,6.0959703361,0.04962565,1.394352727,0.0401433539,1.5736507421,0.0272527867,sub-NDARAL897CYV_ses-HBNsiteCUNY_acq-64dir,ses-HBNsiteCUNY,,,acq-64dir,,,,sub-NDARAL897CYV
NDARAM277WZT,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.807263,0.0,129.0,1150.31,12431.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.912506,0.0,129.0,4808.57,30709.2,0.4827188106,1.063954304,0.004496695,0.8954190295,0.0048216688,0.7312887964,0.0327718582,sub-NDARAM277WZT_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARAM277WZT
NDARAM357BUA,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.796627,2.0,129.0,878.766,10965.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.901587,0.0,129.0,1362.92,9465.48,0.4631605314,3.5010740302,0.0279934164,3.700002427,0.0338884983,1.3358419937,0.0251750271,sub-NDARAM357BUA_ses-HBNsiteCUNY_acq-64dir,ses-HBNsiteCUNY,,,acq-64dir,,,,sub-NDARAM357BUA
NDARAM675UR8,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.605243,249.0,129.0,1726.29,22494.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.743968,0.0,129.0,2977.36,22965.8,1.7265756224,10.8238724148,0.0737476796,3.482823644,0.0879105264,3.959278101,0.0489112613,sub-NDARAM675UR8_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAM675UR8
NDARAM848GTE,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.5237,103.0,129.0,2038.16,30245.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.661016,0.0,129.0,3186.13,24787.3,1.4567527026,7.389417889,0.0398517363,4.481444837,0.0471120826,2.7117592654,0.0355045214,sub-NDARAM848GTE_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAM848GTE
NDARAN076TPG,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.677198,57.0,129.0,863.93,12879.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.898784,0.0,129.0,2184.42,17868.2,0.5022766747,3.4368356932,0.0256962441,3.255866431,0.0260469057,2.3305438615,0.0284452369,sub-NDARAN076TPG_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAN076TPG
NDARAN262WK6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.413159,427.0,129.0,3844.57,56562.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.538064,1.0,129.0,3600.65,37160.9,1.8455857305,6.3565008149,0.041237127,2.472520272,0.0385327531,2.9254833504,0.0266990582,sub-NDARAN262WK6_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAN262WK6
NDARAN524ZK6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.820044,0.0,129.0,725.688,12702.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.912438,0.0,129.0,2536.82,23834.7,0.0473920265,0.5951162229,0.0045056464,0.1661981563,0.0050884843,0.2116238648,0.0285149341,sub-NDARAN524ZK6_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAN524ZK6
NDARAN934AZL,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.712011,7.0,129.0,1115.95,16764.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.893607,0.0,129.0,3436.24,27171.6,0.4050581784,3.0630516789,0.027171934,1.545765385,0.0169005491,1.3395675004,0.0258712782,sub-NDARAN934AZL_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAN934AZL
NDARAP049KXJ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.791114,0.0,129.0,690.173,10128.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.915369,0.0,129.0,1051.6,9149.99,0.2278941224,1.2603392346,0.0085904449,0.4359597485,0.0075894509,0.4046051295,0.0261287068,sub-NDARAP049KXJ_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAP049KXJ
NDARAP457WB5,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.786102,0.0,129.0,828.259,10843.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.921077,0.0,129.0,1372.72,11084.3,0.1544354425,1.4045977072,0.0069004898,0.5682754768,0.0063099599,0.4709194501,0.0294111277,sub-NDARAP457WB5_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAP457WB5
NDARAP522AFK,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.636816,69.0,129.0,1892.91,26266.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.780043,0.0,129.0,4257.6,32286.6,1.0703229269,8.0568559768,0.0648673847,5.238018846,0.0615281183,3.982845081,0.0254511312,sub-NDARAP522AFK_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARAP522AFK
NDARAP739AUP,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.671722,115.0,129.0,1454.05,21345.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.857914,1.0,129.0,2716.3,23903.1,1.1260865415,5.7464390956,0.0833366811,3.949949389,0.0499746613,1.218894633,0.0252347839,sub-NDARAP739AUP_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARAP739AUP
