subject_id,raw_dimension_x,raw_dimension_y,raw_dimension_z,raw_voxel_size_x,raw_voxel_size_y,raw_voxel_size_z,raw_max_b,raw_neighbor_corr,raw_num_bad_slices,raw_num_directions,raw_coherence_index,raw_incoherence_index,t1_dimension_x,t1_dimension_y,t1_dimension_z,t1_voxel_size_x,t1_voxel_size_y,t1_voxel_size_z,t1_max_b,t1_neighbor_corr,t1_num_bad_slices,t1_num_directions,t1_coherence_index,t1_incoherence_index,mean_fd,max_fd,max_rotation,max_translation,max_rel_rotation,max_rel_translation,t1_dice_distance,file_name,session_id,task_id,dir_id,acq_id,space_id,rec_id,run_id,participant_id
NDARDU602LPX,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.758949,47.0,129.0,729.272,11562.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.937873,0.0,129.0,1487.23,13223.6,0.3745746009,2.9843313935,0.0344710052,0.701600214,0.0366877811,0.4680271696,0.0240664992,sub-NDARDU602LPX_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDU602LPX
NDARDU799BZF,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.739579,80.0,129.0,1253.94,16170.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.888542,0.0,129.0,3799.75,26838.0,1.1217440777,11.7319985656,0.137248233,3.027292618,0.1024664529,2.2296570804,0.037111735,sub-NDARDU799BZF_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARDU799BZF
NDARDU853XZ6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.658888,43.0,129.0,1744.56,26095.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.807362,0.0,129.0,4022.31,30987.1,0.7592655024,4.5550116225,0.0411204398,3.535986152,0.0293304245,1.74573064,0.0477456461,sub-NDARDU853XZ6_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDU853XZ6
NDARDV204BYM,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.75277,103.0,129.0,914.08,15286.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.910936,2.0,129.0,1054.02,10057.2,0.4883504097,2.94200618,0.0466913804,0.8023902452,0.0412679375,0.5748012335,0.0265007669,sub-NDARDV204BYM_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDV204BYM
NDARDV245WJG,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.614294,191.0,129.0,1770.76,26909.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.83652,0.0,129.0,3461.3,29110.1,1.3446223813,7.972555887,0.0507638305,6.751213612,0.0628312845,1.626180718,0.0250859082,sub-NDARDV245WJG_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDV245WJG
NDARDW178AC6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.830158,0.0,129.0,725.855,9251.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.952058,0.0,129.0,2794.7,20752.2,0.1112906811,0.518783532,0.0036189766,0.4414942357,0.0030824695,0.1859889339,0.0320974413,sub-NDARDW178AC6_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDW178AC6
NDARDW416KWZ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.648956,112.0,129.0,2380.12,27105.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.752755,1.0,129.0,3711.35,27507.3,1.2377638677,5.4412067635,0.0331941843,3.263111085,0.0331173641,2.34794494,0.0318998907,sub-NDARDW416KWZ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDW416KWZ
NDARDW711NYZ,104.0,104.0,72.0,1.79808,1.79808,1.80001,2000.0,0.811266,0.0,129.0,1226.06,17458.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.888722,0.0,129.0,4082.98,31990.5,0.2941342564,1.887743206,0.0084595932,0.4612966585,0.0110200278,0.4219477027,0.0335531578,sub-NDARDW711NYZ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDW711NYZ
NDARDX173WLD,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.860696,0.0,129.0,1291.82,15944.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.92827,0.0,129.0,2744.48,20270.8,0.1373424341,1.0096559816,0.0132100377,0.331808814,0.0087551365,0.226773031,0.0257371894,sub-NDARDX173WLD_ses-HBNsiteCUNY_acq-64dir,ses-HBNsiteCUNY,,,acq-64dir,,,,sub-NDARDX173WLD
NDARDX196MZP,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.709551,32.0,129.0,925.561,14632.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.920947,0.0,129.0,2036.13,17767.1,0.4481564855,3.5829430691,0.0276118405,1.761317582,0.0183262089,1.6423804242,0.0277030672,sub-NDARDX196MZP_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDX196MZP
NDARDX433HXA,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.729729,0.0,129.0,773.138,10921.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.93213,0.0,129.0,2074.18,15830.5,0.1508856066,0.824919484,0.0137622431,0.8879146636,0.0099460587,0.2737223027,0.0285463258,sub-NDARDX433HXA_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDX433HXA
NDARDX469TC1,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.719108,109.0,129.0,1586.74,16239.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.895878,0.0,129.0,4442.04,32242.8,1.166048464,4.6319002481,0.0474937707,2.268309846,0.0428095893,1.4014935619,0.0306276259,sub-NDARDX469TC1_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARDX469TC1
NDARDX561MRY,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.751984,23.0,129.0,1304.78,18835.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.912965,0.0,129.0,3137.6,23952.3,0.7276507307,2.3062894313,0.0405901931,1.108905937,0.0130009907,1.3852472046,0.0355704442,sub-NDARDX561MRY_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARDX561MRY
NDARDX665TKP,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.685745,37.0,129.0,1861.5,24035.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.851905,0.0,129.0,3317.21,25030.1,0.883700059,3.5748535067,0.0560864992,2.610241715,0.0297113155,1.8198081941,0.0298313433,sub-NDARDX665TKP_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDX665TKP
NDARDX770PJK,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.800323,4.0,129.0,1603.89,16296.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.89958,0.0,129.0,4277.72,31739.1,0.5213506788,1.2183629767,0.0050456473,0.8338978976,0.0038187238,0.7177327893,0.0274796283,sub-NDARDX770PJK_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARDX770PJK
NDARDX857DLB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.726339,7.0,129.0,1411.14,19593.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.861279,0.0,129.0,3403.53,24568.3,0.5409940791,2.0652191704,0.0195023939,1.098545784,0.0160193264,0.9375167757,0.0275973395,sub-NDARDX857DLB_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDX857DLB
NDARDX872VH6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.782913,0.0,129.0,670.718,10983.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.862243,0.0,129.0,2094.77,18340.1,0.3389812364,1.1953966255,0.0134401163,0.4722920403,0.0095475968,0.3557628227,0.0275704965,sub-NDARDX872VH6_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDX872VH6
NDARDX910VTC,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.752013,16.0,129.0,990.154,15059.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.881252,0.0,129.0,2628.26,22808.3,0.6176554616,3.2055627959,0.0535961389,2.251918644,0.0256214142,1.0554590305,0.0288638314,sub-NDARDX910VTC_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDX910VTC
NDARDY150ZP9,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.724745,4.0,129.0,1105.02,18141.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.855401,0.0,129.0,2530.13,22254.5,0.3268140365,2.9584000265,0.01024077,2.169171211,0.0112819539,1.4168754426,0.0347725969,sub-NDARDY150ZP9_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDY150ZP9
NDARDY421HTK,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.767449,0.0,129.0,849.797,12942.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.930643,0.0,129.0,2669.68,23516.3,0.1592667586,1.2846876516,0.0154973911,0.1761159115,0.0139766254,0.2019935883,0.0258810745,sub-NDARDY421HTK_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDY421HTK
NDARDY741VEB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.776405,3.0,129.0,1042.83,16124.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.910342,0.0,129.0,1861.48,15675.5,0.6819788608,3.0364262182,0.0385862179,1.938957699,0.0266316598,1.2763477417,0.0254926167,sub-NDARDY741VEB_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDY741VEB
NDARDY776AKH,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.772849,0.0,129.0,716.427,9873.96,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.941398,0.0,129.0,2648.19,18628.5,0.1150376819,0.344786786,0.0026567739,0.2565570669,0.0024599687,0.1251597544,0.0457685003,sub-NDARDY776AKH_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDY776AKH
NDARDZ010EDH,104.0,104.0,72.0,1.79808,1.79808,1.79999,2000.0,0.65796,106.0,129.0,1998.4,26143.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.811873,0.0,129.0,2543.79,21467.9,0.949721142,7.2609163964,0.0803580657,5.430203093,0.0416810065,1.960786246,0.0741232076,sub-NDARDZ010EDH_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDZ010EDH
NDARDZ058NZN,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.647207,104.0,129.0,2027.21,24883.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.804595,1.0,129.0,3159.34,27951.0,1.532040361,5.3610946876,0.0352591872,1.393093045,0.0459793564,1.5159256069,0.0454409877,sub-NDARDZ058NZN_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDZ058NZN
NDARDZ147ETZ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.670083,30.0,129.0,1388.9,21628.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.83991,0.0,129.0,2915.88,22770.7,0.5869083969,3.8464362728,0.0422716662,1.305903401,0.0260383533,0.8314579284,0.0322515092,sub-NDARDZ147ETZ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDZ147ETZ
NDARDZ425JVB,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.677642,65.0,129.0,1075.81,17203.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.914988,0.0,129.0,2536.31,21848.3,0.6180650571,5.0002471293,0.0641558617,4.495563314,0.0515400283,2.7548323261,0.029220428,sub-NDARDZ425JVB_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARDZ425JVB
NDARDZ440NGK,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.776498,5.0,129.0,1441.14,20060.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.879034,0.0,129.0,2884.96,24706.1,0.4641379693,3.7816878999,0.024902314,1.363489024,0.0236951155,1.2295804739,0.0295479022,sub-NDARDZ440NGK_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDZ440NGK
NDARDZ528DLZ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.768958,1.0,129.0,1047.41,15610.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.85424,0.0,129.0,3558.38,27914.8,0.3031596416,1.3002448479,0.009849472,0.377265755,0.0106488498,0.4254319646,0.0330974765,sub-NDARDZ528DLZ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDZ528DLZ
NDARDZ627XFA,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.431005,226.0,129.0,2349.52,35906.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.665116,0.0,129.0,2791.3,28135.3,2.2905412732,9.7289686657,0.0533833392,3.764300082,0.0569030603,4.928501471,0.0808919897,sub-NDARDZ627XFA_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARDZ627XFA
NDARDZ946KVL,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.797294,0.0,129.0,980.97,11526.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.903823,0.0,129.0,3600.96,24510.0,0.479981099,1.1384287392,0.010128729,1.100726539,0.00469217,1.0237727465,0.0337288005,sub-NDARDZ946KVL_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARDZ946KVL
NDAREA788ZAM,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.658134,82.0,129.0,1440.35,19793.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.872451,0.0,129.0,2833.11,20673.8,1.4880106665,8.5497878234,0.0429261588,2.224690707,0.0483210254,3.626954362,0.03872664,sub-NDAREA788ZAM_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREA788ZAM
NDAREB093GH6,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.58632,43.0,129.0,1435.98,18145.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.787529,0.0,129.0,1826.59,13822.6,0.9102314243,7.0148856215,0.0667835549,2.151592777,0.0714051402,2.3899505495,0.0649848963,sub-NDAREB093GH6_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREB093GH6
NDAREB303XDC,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.466412,541.0,129.0,2866.37,38600.6,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.677139,1.0,129.0,4781.22,36467.3,1.9240804184,10.1000600116,0.0709893778,5.750927424,0.0628818003,2.4825811,0.0373533631,sub-NDAREB303XDC_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREB303XDC
NDAREB953UMY,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.478304,748.0,129.0,1906.42,30074.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.703905,0.0,129.0,2291.44,26410.0,1.9190032402,5.2319335497,0.0667014122,4.928969641,0.0442529584,2.712672752,0.0279325722,sub-NDAREB953UMY_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREB953UMY
NDAREC182WW2,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.792709,0.0,129.0,1164.57,13177.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.913057,0.0,129.0,5087.53,34522.6,0.504621121,1.4401955136,0.0073291562,0.7374667641,0.0042857993,1.171748615,0.0225890774,sub-NDAREC182WW2_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDAREC182WW2
NDAREC238AY4,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.730022,58.0,129.0,1164.69,18559.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.897313,0.0,129.0,2698.62,23798.8,0.3463988874,2.9354171613,0.0223327596,0.6162481398,0.0292530609,0.6027492175,0.0259186869,sub-NDAREC238AY4_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREC238AY4
NDAREC277JCP,104.0,104.0,72.0,1.79808,1.79808,1.80001,2000.0,0.776913,7.0,129.0,1025.81,15626.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.869023,0.0,129.0,2785.7,23761.8,0.3306880328,1.7174917876,0.020119397,0.3801114045,0.0147310831,0.4081018366,0.0282780826,sub-NDAREC277JCP_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREC277JCP
NDAREC480KFA,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.567804,129.0,129.0,2407.25,34599.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.707446,0.0,129.0,3294.58,28180.4,1.0350830388,4.2098871087,0.0283388253,4.13074735,0.0240902915,2.7995735961,0.0352614654,sub-NDAREC480KFA_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREC480KFA
NDAREC486ZPV,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.795202,0.0,129.0,1303.91,17975.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.876623,0.0,129.0,3575.48,26636.7,0.2258010878,0.7580757146,0.0078494484,0.5029183265,0.0056006985,0.3896964799,0.0288430251,sub-NDAREC486ZPV_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREC486ZPV
NDAREC648WEL,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.819346,2.0,129.0,980.76,13039.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.870744,0.0,129.0,3721.28,29037.6,0.4409882931,1.3821881578,0.016975835,0.4991904086,0.011655772,0.6624486377,0.0320338314,sub-NDAREC648WEL_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREC648WEL
NDAREC777ADZ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.798224,2.0,129.0,1033.68,13661.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.94521,0.0,129.0,2437.94,17964.8,0.5162903213,2.7999257177,0.0285118017,1.86840998,0.0174432117,1.1327743621,0.028713084,sub-NDAREC777ADZ_ses-HBNsiteCUNY_acq-64dir,ses-HBNsiteCUNY,,,acq-64dir,,,,sub-NDAREC777ADZ
NDARED047DTH,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.782631,13.0,129.0,1390.68,18871.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.90878,0.0,129.0,3330.77,26150.9,0.7148920577,4.0894678804,0.0273127407,1.241297287,0.0277817268,1.7018071201,0.0306072203,sub-NDARED047DTH_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARED047DTH
NDARED628HMQ,104.0,104.0,72.0,1.79808,1.79808,1.79999,2000.0,0.731407,0.0,129.0,1178.79,16565.9,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.86979,0.0,129.0,3419.72,23839.4,0.582061477,2.8880885357,0.0203836448,0.9268225048,0.0180858807,0.932330109,0.0296786979,sub-NDARED628HMQ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDARED628HMQ
NDARED632KNG,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.701933,10.0,129.0,1762.64,17668.4,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.89931,0.0,129.0,4788.44,28583.0,0.9787058316,3.1544458987,0.0196071062,3.721867616,0.02012587,1.74237566,0.0508266761,sub-NDARED632KNG_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDARED632KNG
NDARED945TNQ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.816845,0.0,129.0,1142.59,17372.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.90433,0.0,129.0,3213.82,26848.2,0.080085982,0.5043749975,0.0021797502,0.2601434331,0.0033094307,0.2501915105,0.0272589435,sub-NDARED945TNQ_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDARED945TNQ
NDAREE015WGU,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.80152,0.0,129.0,860.664,12560.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.922959,0.0,129.0,2557.52,21546.5,0.2140529709,0.9016252311,0.0139214024,0.5332697142,0.0069794157,0.2520620754,0.0229954707,sub-NDAREE015WGU_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREE015WGU
NDAREE543HYQ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.716048,55.0,129.0,1781.14,24534.8,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.880122,0.0,129.0,3165.92,25660.9,0.6554169697,5.8746411131,0.0740852282,3.732895717,0.0628986321,1.7853167998,0.039039865,sub-NDAREE543HYQ_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREE543HYQ
NDAREE675XRY,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.62267,73.0,129.0,1201.77,18751.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.921352,0.0,129.0,1922.17,18236.7,0.6404540223,4.7506711682,0.0441390537,4.521015371,0.0297943593,1.952811811,0.0292024935,sub-NDAREE675XRY_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREE675XRY
NDAREF057VX5,96.0,96.0,72.0,2.0,2.0,2.0,2000.0,0.554225,519.0,129.0,1804.84,21979.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.843632,0.0,129.0,4665.07,31970.1,2.1080332192,6.59493933,0.0526106469,5.410737521,0.0558596216,3.447777561,0.0271143408,sub-NDAREF057VX5_ses-HBNsiteSI_acq-64dir,ses-HBNsiteSI,,,acq-64dir,,,,sub-NDAREF057VX5
NDAREF074ZAQ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.685216,116.0,129.0,1142.79,15012.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.841491,1.0,129.0,4327.0,32311.3,0.6150289443,4.1498112941,0.0905532092,3.903342563,0.0408901758,1.4053778303,0.03028178,sub-NDAREF074ZAQ_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREF074ZAQ
NDAREF164ZUJ,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.806112,0.0,129.0,1173.53,16484.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.873433,0.0,129.0,4118.99,33269.9,0.2583920608,0.6560373136,0.0059427191,0.4121813283,0.004513134,0.3399665701,0.0299854536,sub-NDAREF164ZUJ_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREF164ZUJ
NDAREF389RY2,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.761827,28.0,129.0,2100.81,24488.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.860703,0.0,129.0,3157.75,23749.1,0.5044006791,3.789327764,0.0419400111,1.126421381,0.0306097665,0.8581678844,0.0336619176,sub-NDAREF389RY2_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREF389RY2
NDAREF624KJN,104.0,104.0,72.0,1.79808,1.79808,1.80001,2000.0,0.680419,24.0,129.0,1075.5,14825.2,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.803359,0.0,129.0,3520.27,28562.6,0.7566341905,3.7484307228,0.0477376282,1.415071693,0.0318416697,0.9609971547,0.034585487,sub-NDAREF624KJN_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREF624KJN
NDAREF848YWD,104.0,104.0,72.0,1.79808,1.79808,1.79999,2000.0,0.751992,7.0,129.0,1420.42,18290.5,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.859387,1.0,129.0,3735.75,27695.8,0.4809857813,1.9962834252,0.0305618458,1.271399838,0.0255243164,0.8187135356,0.0255779626,sub-NDAREF848YWD_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREF848YWD
NDAREF888EVV,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.727817,78.0,129.0,1227.2,18413.7,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.873729,0.0,129.0,2919.08,24503.4,0.7268240277,4.8436802649,0.0301088318,4.302715849,0.0337325325,1.775067393,0.0358536436,sub-NDAREF888EVV_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREF888EVV
NDAREF893ZM8,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.844162,2.0,129.0,1645.31,21088.3,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.893661,0.0,129.0,2780.01,20624.6,0.3455370139,1.4311125602,0.0113511309,0.6418258838,0.0112233746,0.649688537,0.0305716343,sub-NDAREF893ZM8_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREF893ZM8
NDAREG013BLG,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.798145,0.0,129.0,1275.0,15025.1,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.867361,0.0,129.0,3948.53,27912.4,0.5236261795,3.0425491181,0.0223362334,1.392777736,0.0146956173,1.4543750997,0.0251432544,sub-NDAREG013BLG_ses-HBNsiteRU_acq-64dir,ses-HBNsiteRU,,,acq-64dir,,,,sub-NDAREG013BLG
NDAREG104JB1,104.0,104.0,72.0,1.79808,1.79808,1.8,2000.0,0.595052,170.0,129.0,1788.39,21497.0,108.0,129.0,109.0,1.8,1.8,1.8,2000.0,0.823477,1.0,129.0,3320.11,24385.0,0.9391111265,5.3845755546,0.067212224,6.017854787,0.055923196,1.51491858,0.0333243558,sub-NDAREG104JB1_ses-HBNsiteCBIC_acq-64dir,ses-HBNsiteCBIC,,,acq-64dir,,,,sub-NDAREG104JB1
